unitid,year,Institute_name,Institute_city,Institute_State,Student_Origin,Gender,Ethnicity,enrolled,admitted,applied,admissions_yield,admitted_major,admitted_Level_study,awards
164752,2018,New York Institute of Technology,New York,New York,USA,Female,Native Hawaiians and Other Pacific Islanders,72,161,452,45,Arts and Literature,Doctor,52
164752,2018,New York Institute of Technology,New York,New York,Australia,Female,Others,87,260,546,33,Business Administration,Master,35
164752,2019,New York Institute of Technology,New York,New York,USA,Male,White Americans,3302,10386,57010,32,Business Administration,Associate,2092
164752,2019,New York Institute of Technology,New York,New York,Colombia,Male,Hispanic or Latino Americans,277,510,4801,54,Computer Science/Information Technology,Bachelor,186
164752,2019,New York Institute of Technology,New York,New York,USA,Male,African Americans,909,2439,15703,37,Business Administration,Doctor,380
164752,2019,New York Institute of Technology,New York,New York,India,Male,Asian,232,401,4007,58,Medical And Nursing,Doctor,107
164752,2019,New York Institute of Technology,New York,New York,USA,Male,Native Americans and Alaska Natives,60,144,1045,42,Arts and Literature,Certification,47
164752,2019,New York Institute of Technology,New York,New York,USA,Male,Native Hawaiians and Other Pacific Islanders,78,179,1351,43,Economics,Certification,52
164752,2019,New York Institute of Technology,New York,New York,Canada,Male,Others,54,102,948,53,Education and Training,Master,40
164752,2019,New York Institute of Technology,New York,New York,USA,Female,White Americans,1754,4570,37572,38,Business Administration,Certification,1152
164752,2019,New York Institute of Technology,New York,New York,Mexico,Female,Hispanic or Latino Americans,307,574,6581,53,Medical And Nursing,Associate,124
164752,2019,New York Institute of Technology,New York,New York,USA,Female,African Americans,591,1010,12679,58,Economics,Master,250
164752,2019,New York Institute of Technology,New York,New York,South Korea,Female,Asian,132,325,2843,41,Medical And Nursing,Certification,73
164752,2019,New York Institute of Technology,New York,New York,USA,Female,Native Americans and Alaska Natives,50,149,1088,34,Engineering,Doctor,33
164752,2019,New York Institute of Technology,New York,New York,USA,Female,Native Hawaiians and Other Pacific Islanders,62,118,1347,53,Education and Training,Master,49
164752,2019,New York Institute of Technology,New York,New York,UAE,Female,Others,63,128,1365,49,Arts and Literature,Doctor,37
164752,2020,New York Institute of Technology,New York,New York,USA,Male,White Americans,3270,5723,5954,57,Economics,Associate,2524
164752,2020,New York Institute of Technology,New York,New York,Mexico,Male,Hispanic or Latino Americans,476,819,868,58,Economics,Doctor,317
164752,2020,New York Institute of Technology,New York,New York,USA,Male,African Americans,984,3239,1793,30,Business Administration,Master,424
164752,2020,New York Institute of Technology,New York,New York,India,Male,Asian,211,381,385,55,Computer Science/Information Technology,Certification,140
164752,2020,New York Institute of Technology,New York,New York,USA,Male,Native Americans and Alaska Natives,61,153,112,40,Medical And Nursing,Certification,26
164752,2020,New York Institute of Technology,New York,New York,Hawaii,Male,Native Hawaiians and Other Pacific Islanders,94,195,173,48,Education and Training,Bachelor,50
164752,2020,New York Institute of Technology,New York,New York,Australia,Male,Others,67,131,123,51,Economics,Bachelor,39
164752,2020,New York Institute of Technology,New York,New York,USA,Female,White Americans,3238,9891,15035,33,Engineering,Bachelor,1729
164752,2020,New York Institute of Technology,New York,New York,Chile,Female,Hispanic or Latino Americans,387,781,1801,50,Education and Training,Master,279
164752,2020,New York Institute of Technology,New York,New York,USA,Female,African Americans,953,1676,4426,57,Arts and Literature,Bachelor,471
164752,2020,New York Institute of Technology,New York,New York,India,Female,Asian,208,550,971,38,Computer Science/Information Technology,Certification,164
164752,2020,New York Institute of Technology,New York,New York,USA,Female,Native Americans and Alaska Natives,102,284,474,36,Education and Training,Associate,50
164752,2020,New York Institute of Technology,New York,New York,USA,Female,Native Hawaiians and Other Pacific Islanders,95,214,444,44,Arts and Literature,Certification,39
164752,2020,New York Institute of Technology,New York,New York,Canada,Female,Others,67,113,313,59,Medical And Nursing,Master,48
164752,2021,New York Institute of Technology,New York,New York,USA,Male,White Americans,2937,5723,19401,51,Computer Science/Information Technology,Doctor,1281
164752,2021,New York Institute of Technology,New York,New York,Spain,Male,Hispanic or Latino Americans,428,1013,2833,42,Medical And Nursing,Certification,229
164752,2021,New York Institute of Technology,New York,New York,USA,Male,African Americans,811,2276,5364,36,Education and Training,Master,633
164752,2021,New York Institute of Technology,New York,New York,China,Male,Asian,147,419,975,35,Medical And Nursing,Doctor,94
164752,2021,New York Institute of Technology,New York,New York,USA,Male,Native Americans and Alaska Natives,93,182,614,51,Medical And Nursing,Bachelor,44
164752,2021,New York Institute of Technology,New York,New York,Hawaii,Male,Native Hawaiians and Other Pacific Islanders,73,157,487,46,Medical And Nursing,Certification,48
164752,2021,New York Institute of Technology,New York,New York,Australia,Male,Others,65,181,432,36,Business Administration,Master,35
164752,2021,New York Institute of Technology,New York,New York,USA,Female,White Americans,1317,3323,20051,40,Economics,Certification,681
164752,2021,New York Institute of Technology,New York,New York,Mexico,Female,Hispanic or Latino Americans,161,386,2455,42,Engineering,Bachelor,121
164752,2021,New York Institute of Technology,New York,New York,USA,Female,African Americans,305,705,4647,43,Engineering,Doctor,194
164752,2021,New York Institute of Technology,New York,New York,India,Female,Asian,94,201,1430,47,Computer Science/Information Technology,Bachelor,62
164752,2021,New York Institute of Technology,New York,New York,USA,Female,Native Americans and Alaska Natives,28,58,438,48,Computer Science/Information Technology,Certification,13
164752,2021,New York Institute of Technology,New York,New York,Hawaii,Female,Native Hawaiians and Other Pacific Islanders,29,78,452,37,Engineering,Doctor,22
164752,2021,New York Institute of Technology,New York,New York,Australia,Female,Others,27,49,411,56,Business Administration,Bachelor,20
164752,2022,New York Institute of Technology,New York,New York,USA,Male,White Americans,1741,3075,34387,57,Arts and Literature,Doctor,765
164752,2022,New York Institute of Technology,New York,New York,Spain,Male,Hispanic or Latino Americans,196,569,3889,34,Engineering,Certification,97
164752,2022,New York Institute of Technology,New York,New York,USA,Male,African Americans,465,1375,9182,34,Medical And Nursing,Certification,346
164752,2022,New York Institute of Technology,New York,New York,India,Male,Asian,112,230,2217,49,Medical And Nursing,Bachelor,66
164752,2022,New York Institute of Technology,New York,New York,USA,Male,Native Americans and Alaska Natives,37,86,736,43,Education and Training,Bachelor,24
164752,2022,New York Institute of Technology,New York,New York,Hawaii,Male,Native Hawaiians and Other Pacific Islanders,49,110,971,44,Medical And Nursing,Master,38
164752,2022,New York Institute of Technology,New York,New York,UAE,Male,Others,32,85,650,38,Arts and Literature,Associate,21
164752,2022,New York Institute of Technology,New York,New York,USA,Female,White Americans,3141,7553,16609,42,Business Administration,Associate,2047
164752,2022,New York Institute of Technology,New York,New York,Argentina,Female,Hispanic or Latino Americans,358,759,1898,47,Economics,Master,284
164752,2022,New York Institute of Technology,New York,New York,USA,Female,African Americans,790,1591,4179,50,Economics,Doctor,347
164752,2022,New York Institute of Technology,New York,New York,Japan,Female,Asian,189,359,1005,53,Computer Science/Information Technology,Certification,98
164752,2022,New York Institute of Technology,New York,New York,USA,Female,Native Americans and Alaska Natives,51,88,271,58,Business Administration,Bachelor,26
164752,2022,New York Institute of Technology,New York,New York,Hawaii,Female,Native Hawaiians and Other Pacific Islanders,90,231,478,39,Education and Training,Associate,52
164752,2022,New York Institute of Technology,New York,New York,Australia,Female,Others,73,179,390,41,Arts and Literature,Master,39
164752,2023,New York Institute of Technology,New York,New York,USA,Male,White Americans,2696,4878,54529,55,Medical And Nursing,Certification,1395
164752,2023,New York Institute of Technology,New York,New York,Spain,Male,Hispanic or Latino Americans,374,1188,7575,31,Medical And Nursing,Doctor,205
164752,2023,New York Institute of Technology,New York,New York,USA,Male,African Americans,618,1060,12510,58,Computer Science/Information Technology,Associate,389
164752,2023,New York Institute of Technology,New York,New York,Japan,Male,Asian,194,617,3934,31,Computer Science/Information Technology,Master,113
164752,2023,New York Institute of Technology,New York,New York,USA,Male,Native Americans and Alaska Natives,61,202,1251,30,Economics,Doctor,38
164752,2023,New York Institute of Technology,New York,New York,Hawaii,Male,Native Hawaiians and Other Pacific Islanders,67,210,1387,32,Education and Training,Certification,46
164752,2023,New York Institute of Technology,New York,New York,Australia,Male,Others,42,84,857,50,Engineering,Doctor,29
164752,2023,New York Institute of Technology,New York,New York,USA,Female,White Americans,3930,7237,8031,54,Computer Science/Information Technology,Certification,2676
164752,2023,New York Institute of Technology,New York,New York,Chile,Female,Hispanic or Latino Americans,426,1114,871,38,Business Administration,Certification,300
164752,2023,New York Institute of Technology,New York,New York,USA,Female,African Americans,1052,2304,2151,46,Business Administration,Master,792
164752,2023,New York Institute of Technology,New York,New York,India,Female,Asian,274,509,562,54,Computer Science/Information Technology,Certification,188
164752,2023,New York Institute of Technology,New York,New York,USA,Female,Native Americans and Alaska Natives,93,166,192,56,Business Administration,Bachelor,70
164752,2023,New York Institute of Technology,New York,New York,Hawaii,Female,Native Hawaiians and Other Pacific Islanders,95,239,195,40,Engineering,Bachelor,41
164752,2023,New York Institute of Technology,New York,New York,Australia,Female,Others,100,195,207,51,Computer Science/Information Technology,Associate,55
114619,2010,Phoenix Institute of Technology,Phoenix,Arizona,USA,Male,White Americans,1611,5025,11518,32,Arts and Literature,Bachelor,1277
114619,2010,Phoenix Institute of Technology,Phoenix,Arizona,Argentina,Male,Hispanic or Latino Americans,267,512,1909,52,Education and Training,Doctor,126
114619,2010,Phoenix Institute of Technology,Phoenix,Arizona,USA,Male,African Americans,461,924,3295,50,Education and Training,Certification,185
114619,2010,Phoenix Institute of Technology,Phoenix,Arizona,South Korea,Male,Asian,115,218,823,53,Medical And Nursing,Doctor,72
114619,2010,Phoenix Institute of Technology,Phoenix,Arizona,USA,Male,Native Americans and Alaska Natives,58,145,417,40,Engineering,Associate,24
114619,2010,Phoenix Institute of Technology,Phoenix,Arizona,USA,Male,Native Hawaiians and Other Pacific Islanders,35,65,259,54,Business Administration,Bachelor,25
114619,2010,Phoenix Institute of Technology,Phoenix,Arizona,UAE,Male,Others,44,146,319,30,Economics,Master,34
114619,2010,Phoenix Institute of Technology,Phoenix,Arizona,USA,Female,White Americans,2327,6511,8728,36,Medical And Nursing,Doctor,1604
114619,2010,Phoenix Institute of Technology,Phoenix,Arizona,Chile,Female,Hispanic or Latino Americans,301,886,1131,34,Economics,Master,184
114619,2010,Phoenix Institute of Technology,Phoenix,Arizona,USA,Female,African Americans,551,1716,2067,32,Business Administration,Doctor,390
114619,2010,Phoenix Institute of Technology,Phoenix,Arizona,Japan,Female,Asian,133,244,501,54,Computer Science/Information Technology,Bachelor,75
114619,2010,Phoenix Institute of Technology,Phoenix,Arizona,USA,Female,Native Americans and Alaska Natives,61,177,232,34,Business Administration,Doctor,46
114619,2010,Phoenix Institute of Technology,Phoenix,Arizona,USA,Female,Native Hawaiians and Other Pacific Islanders,62,163,234,38,Engineering,Master,34
114619,2010,Phoenix Institute of Technology,Phoenix,Arizona,UAE,Female,Others,60,181,225,33,Economics,Doctor,31
114619,2011,Phoenix Institute of Technology,Phoenix,Arizona,USA,Male,White Americans,3382,10837,51563,31,Education and Training,Certification,2586
114619,2011,Phoenix Institute of Technology,Phoenix,Arizona,Spain,Male,Hispanic or Latino Americans,445,1054,6789,42,Medical And Nursing,Certification,336
114619,2011,Phoenix Institute of Technology,Phoenix,Arizona,USA,Male,African Americans,1083,2057,16521,53,Business Administration,Certification,795
114619,2011,Phoenix Institute of Technology,Phoenix,Arizona,South Korea,Male,Asian,248,529,3791,47,Medical And Nursing,Doctor,130
114619,2011,Phoenix Institute of Technology,Phoenix,Arizona,USA,Male,Native Americans and Alaska Natives,81,151,1249,54,Economics,Doctor,56
114619,2011,Phoenix Institute of Technology,Phoenix,Arizona,USA,Male,Native Hawaiians and Other Pacific Islanders,105,200,1616,52,Engineering,Certification,61
114619,2011,Phoenix Institute of Technology,Phoenix,Arizona,UAE,Male,Others,73,167,1122,44,Business Administration,Bachelor,32
114619,2011,Phoenix Institute of Technology,Phoenix,Arizona,USA,Female,White Americans,3112,9285,45338,34,Business Administration,Doctor,2388
114619,2011,Phoenix Institute of Technology,Phoenix,Arizona,Spain,Female,Hispanic or Latino Americans,426,1208,6208,35,Economics,Bachelor,298
114619,2011,Phoenix Institute of Technology,Phoenix,Arizona,USA,Female,African Americans,747,1391,10893,54,Arts and Literature,Master,316
114619,2011,Phoenix Institute of Technology,Phoenix,Arizona,China,Female,Asian,190,324,2778,59,Medical And Nursing,Master,120
114619,2011,Phoenix Institute of Technology,Phoenix,Arizona,USA,Female,Native Americans and Alaska Natives,67,117,983,57,Education and Training,Master,49
114619,2011,Phoenix Institute of Technology,Phoenix,Arizona,Hawaii,Female,Native Hawaiians and Other Pacific Islanders,64,200,941,32,Business Administration,Certification,45
114619,2011,Phoenix Institute of Technology,Phoenix,Arizona,UAE,Female,Others,95,174,1393,55,Medical And Nursing,Bachelor,57
114619,2012,Phoenix Institute of Technology,Phoenix,Arizona,USA,Male,White Americans,1638,3640,55716,45,Business Administration,Master,838
114619,2012,Phoenix Institute of Technology,Phoenix,Arizona,Argentina,Male,Hispanic or Latino Americans,267,588,9077,45,Education and Training,Doctor,124
114619,2012,Phoenix Institute of Technology,Phoenix,Arizona,USA,Male,African Americans,559,1012,19010,55,Economics,Certification,280
114619,2012,Phoenix Institute of Technology,Phoenix,Arizona,South Korea,Male,Asian,134,248,4574,54,Medical And Nursing,Associate,85
114619,2012,Phoenix Institute of Technology,Phoenix,Arizona,USA,Male,Native Americans and Alaska Natives,40,74,1385,54,Medical And Nursing,Certification,22
114619,2012,Phoenix Institute of Technology,Phoenix,Arizona,Hawaii,Male,Native Hawaiians and Other Pacific Islanders,46,152,1580,30,Computer Science/Information Technology,Associate,24
114619,2012,Phoenix Institute of Technology,Phoenix,Arizona,Canada,Male,Others,47,94,1614,50,Computer Science/Information Technology,Master,22
114619,2012,Phoenix Institute of Technology,Phoenix,Arizona,USA,Female,White Americans,2520,5712,21382,44,Medical And Nursing,Certification,1670
114619,2012,Phoenix Institute of Technology,Phoenix,Arizona,Chile,Female,Hispanic or Latino Americans,463,1181,3938,39,Business Administration,Master,263
114619,2012,Phoenix Institute of Technology,Phoenix,Arizona,USA,Female,African Americans,824,1963,6995,42,Engineering,Master,598
114619,2012,Phoenix Institute of Technology,Phoenix,Arizona,India,Female,Asian,207,415,1758,50,Computer Science/Information Technology,Certification,99
114619,2012,Phoenix Institute of Technology,Phoenix,Arizona,USA,Female,Native Americans and Alaska Natives,49,125,418,39,Computer Science/Information Technology,Master,32
114619,2012,Phoenix Institute of Technology,Phoenix,Arizona,Hawaii,Female,Native Hawaiians and Other Pacific Islanders,94,199,806,47,Engineering,Certification,55
114619,2012,Phoenix Institute of Technology,Phoenix,Arizona,UAE,Female,Others,48,106,415,45,Engineering,Master,24
114619,2013,Phoenix Institute of Technology,Phoenix,Arizona,USA,Male,White Americans,1663,5061,16223,33,Computer Science/Information Technology,Doctor,1059
114619,2013,Phoenix Institute of Technology,Phoenix,Arizona,Colombia,Male,Hispanic or Latino Americans,220,405,2157,54,Education and Training,Associate,119
114619,2013,Phoenix Institute of Technology,Phoenix,Arizona,USA,Male,African Americans,524,1603,5117,33,Arts and Literature,Associate,307
114619,2013,Phoenix Institute of Technology,Phoenix,Arizona,China,Male,Asian,98,164,970,60,Medical And Nursing,Certification,44
114619,2013,Phoenix Institute of Technology,Phoenix,Arizona,USA,Male,Native Americans and Alaska Natives,44,114,433,39,Education and Training,Certification,19
114619,2013,Phoenix Institute of Technology,Phoenix,Arizona,Hawaii,Male,Native Hawaiians and Other Pacific Islanders,33,104,328,32,Computer Science/Information Technology,Associate,21
114619,2013,Phoenix Institute of Technology,Phoenix,Arizona,Canada,Male,Others,45,148,442,30,Engineering,Associate,26
114619,2013,Phoenix Institute of Technology,Phoenix,Arizona,USA,Female,White Americans,3152,9086,5372,35,Education and Training,Doctor,2426
114619,2013,Phoenix Institute of Technology,Phoenix,Arizona,Chile,Female,Hispanic or Latino Americans,536,896,914,60,Economics,Doctor,227
114619,2013,Phoenix Institute of Technology,Phoenix,Arizona,USA,Female,African Americans,981,2221,1672,44,Education and Training,Certification,553
114619,2013,Phoenix Institute of Technology,Phoenix,Arizona,India,Female,Asian,250,470,427,53,Computer Science/Information Technology,Master,166
114619,2013,Phoenix Institute of Technology,Phoenix,Arizona,USA,Female,Native Americans and Alaska Natives,87,237,148,37,Education and Training,Certification,61
114619,2013,Phoenix Institute of Technology,Phoenix,Arizona,Hawaii,Female,Native Hawaiians and Other Pacific Islanders,81,251,138,32,Business Administration,Bachelor,33
114619,2013,Phoenix Institute of Technology,Phoenix,Arizona,Australia,Female,Others,98,307,168,32,Medical And Nursing,Bachelor,73
114619,2014,Phoenix Institute of Technology,Phoenix,Arizona,USA,Male,White Americans,710,1316,37425,54,Business Administration,Associate,551
114619,2014,Phoenix Institute of Technology,Phoenix,Arizona,Argentina,Male,Hispanic or Latino Americans,95,255,5027,37,Medical And Nursing,Doctor,41
114619,2014,Phoenix Institute of Technology,Phoenix,Arizona,USA,Male,African Americans,189,440,9961,43,Business Administration,Master,132
114619,2014,Phoenix Institute of Technology,Phoenix,Arizona,China,Male,Asian,38,126,2052,30,Computer Science/Information Technology,Certification,28
114619,2014,Phoenix Institute of Technology,Phoenix,Arizona,USA,Male,Native Americans and Alaska Natives,12,24,695,50,Economics,Doctor,9
114619,2014,Phoenix Institute of Technology,Phoenix,Arizona,Hawaii,Male,Native Hawaiians and Other Pacific Islanders,15,40,823,38,Arts and Literature,Master,7
114619,2014,Phoenix Institute of Technology,Phoenix,Arizona,Canada,Male,Others,20,39,1067,51,Medical And Nursing,Doctor,12
114619,2014,Phoenix Institute of Technology,Phoenix,Arizona,USA,Female,White Americans,3332,6426,43220,52,Economics,Master,2241
114619,2014,Phoenix Institute of Technology,Phoenix,Arizona,Chile,Female,Hispanic or Latino Americans,437,790,5680,55,Education and Training,Master,214
114619,2014,Phoenix Institute of Technology,Phoenix,Arizona,USA,Female,African Americans,1013,2213,13147,46,Engineering,Doctor,623
114619,2014,Phoenix Institute of Technology,Phoenix,Arizona,Japan,Female,Asian,290,825,3768,35,Medical And Nursing,Doctor,205
114619,2014,Phoenix Institute of Technology,Phoenix,Arizona,USA,Female,Native Americans and Alaska Natives,117,223,1520,52,Engineering,Doctor,54
114619,2014,Phoenix Institute of Technology,Phoenix,Arizona,Hawaii,Female,Native Hawaiians and Other Pacific Islanders,96,186,1251,52,Arts and Literature,Certification,56
114619,2014,Phoenix Institute of Technology,Phoenix,Arizona,Australia,Female,Others,59,108,770,55,Business Administration,Doctor,26
114619,2015,Phoenix Institute of Technology,Phoenix,Arizona,USA,Male,White Americans,3742,10601,21386,35,Economics,Master,1589
114619,2015,Phoenix Institute of Technology,Phoenix,Arizona,Mexico,Male,Hispanic or Latino Americans,520,962,2977,54,Arts and Literature,Associate,354
114619,2015,Phoenix Institute of Technology,Phoenix,Arizona,USA,Male,African Americans,1024,1845,5858,56,Computer Science/Information Technology,Doctor,642
114619,2015,Phoenix Institute of Technology,Phoenix,Arizona,India,Male,Asian,265,687,1521,39,Computer Science/Information Technology,Associate,141
114619,2015,Phoenix Institute of Technology,Phoenix,Arizona,USA,Male,Native Americans and Alaska Natives,110,225,631,49,Computer Science/Information Technology,Associate,87
114619,2015,Phoenix Institute of Technology,Phoenix,Arizona,USA,Male,Native Hawaiians and Other Pacific Islanders,69,167,397,41,Education and Training,Master,52
114619,2015,Phoenix Institute of Technology,Phoenix,Arizona,UAE,Male,Others,73,230,423,32,Economics,Certification,54
114619,2015,Phoenix Institute of Technology,Phoenix,Arizona,USA,Female,White Americans,3253,5510,52180,59,Education and Training,Doctor,2199
114619,2015,Phoenix Institute of Technology,Phoenix,Arizona,Colombia,Female,Hispanic or Latino Americans,369,727,5921,51,Economics,Certification,271
114619,2015,Phoenix Institute of Technology,Phoenix,Arizona,USA,Female,African Americans,967,2861,15516,34,Economics,Doctor,510
114619,2015,Phoenix Institute of Technology,Phoenix,Arizona,Japan,Female,Asian,202,416,3243,49,Medical And Nursing,Doctor,123
114619,2015,Phoenix Institute of Technology,Phoenix,Arizona,USA,Female,Native Americans and Alaska Natives,97,259,1568,37,Computer Science/Information Technology,Associate,69
114619,2015,Phoenix Institute of Technology,Phoenix,Arizona,USA,Female,Native Hawaiians and Other Pacific Islanders,87,174,1405,50,Education and Training,Certification,55
114619,2015,Phoenix Institute of Technology,Phoenix,Arizona,Canada,Female,Others,112,360,1810,31,Education and Training,Master,60
114619,2016,Phoenix Institute of Technology,Phoenix,Arizona,USA,Male,White Americans,3317,7961,23681,42,Engineering,Master,1837
114619,2016,Phoenix Institute of Technology,Phoenix,Arizona,Chile,Male,Hispanic or Latino Americans,468,868,3346,54,Economics,Certification,305
114619,2016,Phoenix Institute of Technology,Phoenix,Arizona,USA,Male,African Americans,929,1857,6637,50,Business Administration,Doctor,505
114619,2016,Phoenix Institute of Technology,Phoenix,Arizona,South Korea,Male,Asian,210,379,1501,55,Medical And Nursing,Doctor,135
114619,2016,Phoenix Institute of Technology,Phoenix,Arizona,USA,Male,Native Americans and Alaska Natives,78,168,561,46,Economics,Master,34
114619,2016,Phoenix Institute of Technology,Phoenix,Arizona,Hawaii,Male,Native Hawaiians and Other Pacific Islanders,72,153,517,47,Economics,Master,45
114619,2016,Phoenix Institute of Technology,Phoenix,Arizona,UAE,Male,Others,104,179,749,58,Business Administration,Master,70
114619,2016,Phoenix Institute of Technology,Phoenix,Arizona,USA,Female,White Americans,3148,6017,45192,52,Economics,Bachelor,1448
114619,2016,Phoenix Institute of Technology,Phoenix,Arizona,Chile,Female,Hispanic or Latino Americans,454,857,6526,53,Engineering,Master,326
114619,2016,Phoenix Institute of Technology,Phoenix,Arizona,USA,Female,African Americans,792,2129,11368,37,Business Administration,Associate,516
114619,2016,Phoenix Institute of Technology,Phoenix,Arizona,India,Female,Asian,223,443,3216,50,Computer Science/Information Technology,Master,156
114619,2016,Phoenix Institute of Technology,Phoenix,Arizona,USA,Female,Native Americans and Alaska Natives,59,125,852,47,Medical And Nursing,Doctor,24
114619,2016,Phoenix Institute of Technology,Phoenix,Arizona,USA,Female,Native Hawaiians and Other Pacific Islanders,79,158,1148,50,Engineering,Certification,53
114619,2016,Phoenix Institute of Technology,Phoenix,Arizona,Australia,Female,Others,65,111,942,59,Education and Training,Bachelor,46
114619,2017,Phoenix Institute of Technology,Phoenix,Arizona,USA,Male,White Americans,2694,5541,41506,49,Economics,Doctor,1491
114619,2017,Phoenix Institute of Technology,Phoenix,Arizona,Spain,Male,Hispanic or Latino Americans,409,1166,6314,35,Arts and Literature,Associate,284
114619,2017,Phoenix Institute of Technology,Phoenix,Arizona,USA,Male,African Americans,946,1959,14578,48,Medical And Nursing,Master,478
114619,2017,Phoenix Institute of Technology,Phoenix,Arizona,South Korea,Male,Asian,177,337,2734,53,Medical And Nursing,Doctor,121
114619,2017,Phoenix Institute of Technology,Phoenix,Arizona,USA,Male,Native Americans and Alaska Natives,66,117,1028,57,Medical And Nursing,Associate,43
114619,2017,Phoenix Institute of Technology,Phoenix,Arizona,Hawaii,Male,Native Hawaiians and Other Pacific Islanders,73,156,1128,47,Engineering,Doctor,43
114619,2017,Phoenix Institute of Technology,Phoenix,Arizona,Australia,Male,Others,63,107,975,59,Arts and Literature,Doctor,49
114619,2017,Phoenix Institute of Technology,Phoenix,Arizona,USA,Female,White Americans,3881,10111,28660,38,Medical And Nursing,Certification,2390
114619,2017,Phoenix Institute of Technology,Phoenix,Arizona,Chile,Female,Hispanic or Latino Americans,528,998,3906,53,Business Administration,Certification,382
114619,2017,Phoenix Institute of Technology,Phoenix,Arizona,USA,Female,African Americans,885,2712,6535,33,Medical And Nursing,Bachelor,412
114619,2017,Phoenix Institute of Technology,Phoenix,Arizona,Japan,Female,Asian,211,701,1562,30,Computer Science/Information Technology,Certification,129
114619,2017,Phoenix Institute of Technology,Phoenix,Arizona,USA,Female,Native Americans and Alaska Natives,66,159,493,42,Medical And Nursing,Doctor,33
114619,2017,Phoenix Institute of Technology,Phoenix,Arizona,Hawaii,Female,Native Hawaiians and Other Pacific Islanders,76,186,565,41,Engineering,Certification,35
114619,2017,Phoenix Institute of Technology,Phoenix,Arizona,Canada,Female,Others,100,195,740,51,Medical And Nursing,Bachelor,70
114619,2018,Phoenix Institute of Technology,Phoenix,Arizona,USA,Male,White Americans,2395,4323,7051,55,Business Administration,Certification,1282
114619,2018,Phoenix Institute of Technology,Phoenix,Arizona,Argentina,Male,Hispanic or Latino Americans,307,535,905,57,Engineering,Master,172
114619,2018,Phoenix Institute of Technology,Phoenix,Arizona,USA,Male,African Americans,686,1919,2020,36,Business Administration,Doctor,495
114619,2018,Phoenix Institute of Technology,Phoenix,Arizona,India,Male,Asian,158,517,466,31,Computer Science/Information Technology,Doctor,110
114619,2018,Phoenix Institute of Technology,Phoenix,Arizona,USA,Male,Native Americans and Alaska Natives,75,127,223,59,Engineering,Doctor,52
114619,2018,Phoenix Institute of Technology,Phoenix,Arizona,Hawaii,Male,Native Hawaiians and Other Pacific Islanders,46,95,139,49,Education and Training,Associate,32
114619,2018,Phoenix Institute of Technology,Phoenix,Arizona,Australia,Male,Others,78,137,230,57,Arts and Literature,Certification,46
114619,2018,Phoenix Institute of Technology,Phoenix,Arizona,USA,Female,White Americans,2347,4794,22162,49,Arts and Literature,Bachelor,1446
114619,2018,Phoenix Institute of Technology,Phoenix,Arizona,Chile,Female,Hispanic or Latino Americans,265,471,2503,56,Education and Training,Doctor,153
114619,2018,Phoenix Institute of Technology,Phoenix,Arizona,USA,Female,African Americans,657,1757,6209,37,Engineering,Associate,430
114619,2018,Phoenix Institute of Technology,Phoenix,Arizona,India,Female,Asian,190,532,1805,36,Computer Science/Information Technology,Certification,123
114619,2018,Phoenix Institute of Technology,Phoenix,Arizona,USA,Female,Native Americans and Alaska Natives,51,150,483,34,Arts and Literature,Master,21
114619,2018,Phoenix Institute of Technology,Phoenix,Arizona,Hawaii,Female,Native Hawaiians and Other Pacific Islanders,67,123,644,55,Medical And Nursing,Doctor,45
114619,2018,Phoenix Institute of Technology,Phoenix,Arizona,Australia,Female,Others,73,148,697,49,Engineering,Associate,57
114619,2019,Phoenix Institute of Technology,Phoenix,Arizona,USA,Male,White Americans,2476,6086,45473,41,Arts and Literature,Bachelor,1066
114619,2019,Phoenix Institute of Technology,Phoenix,Arizona,Spain,Male,Hispanic or Latino Americans,318,601,5848,53,Education and Training,Doctor,231
114619,2019,Phoenix Institute of Technology,Phoenix,Arizona,USA,Male,African Americans,876,1723,16091,51,Medical And Nursing,Doctor,593
114619,2019,Phoenix Institute of Technology,Phoenix,Arizona,Japan,Male,Asian,187,326,3440,57,Medical And Nursing,Certification,127
114619,2019,Phoenix Institute of Technology,Phoenix,Arizona,USA,Male,Native Americans and Alaska Natives,80,146,1477,55,Arts and Literature,Master,53
114619,2019,Phoenix Institute of Technology,Phoenix,Arizona,Hawaii,Male,Native Hawaiians and Other Pacific Islanders,57,187,1046,31,Arts and Literature,Master,27
114619,2019,Phoenix Institute of Technology,Phoenix,Arizona,Australia,Male,Others,88,153,1621,58,Engineering,Certification,65
114619,2019,Phoenix Institute of Technology,Phoenix,Arizona,USA,Female,White Americans,2012,3668,43672,55,Education and Training,Certification,1440
114619,2019,Phoenix Institute of Technology,Phoenix,Arizona,Spain,Female,Hispanic or Latino Americans,381,742,8270,51,Education and Training,Bachelor,202
114619,2019,Phoenix Institute of Technology,Phoenix,Arizona,USA,Female,African Americans,764,1797,16588,43,Computer Science/Information Technology,Master,443
114619,2019,Phoenix Institute of Technology,Phoenix,Arizona,India,Female,Asian,171,403,3711,42,Medical And Nursing,Doctor,112
114619,2019,Phoenix Institute of Technology,Phoenix,Arizona,USA,Female,Native Americans and Alaska Natives,40,122,887,33,Business Administration,Master,16
114619,2019,Phoenix Institute of Technology,Phoenix,Arizona,Hawaii,Female,Native Hawaiians and Other Pacific Islanders,57,132,1258,43,Medical And Nursing,Bachelor,30
